7.452543936132862701e-01,1.761632935816173084e+00
9.764724178291880330e-01,2.358419551843036199e+00
5.591410430838725798e-01,1.335995393308971435e+00
5.287245162138088928e-01,1.346863113224460839e+00
4.873713971223117003e-01,1.200170132120004007e+00
3.478352919412194266e-01,9.940198618452844581e-01
8.286662742197321574e-01,1.884002288941245995e+00
5.490420173148723437e-01,1.339449002485994855e+00
9.365587492227696043e-01,2.118466127040606661e+00
7.099982437557432746e-01,1.532148043714463892e+00
9.364050344432919282e-01,2.056739933438441970e+00
1.767387492378497127e-01,6.080946761805823275e-01
3.380624620632185495e-01,9.390294808533825588e-01
1.285484690772678018e-01,5.268308585795942189e-01
2.942195720693149275e-01,8.963584979169263445e-01
5.913066580815284912e-02,3.691618533407943215e-01
3.813128759304017512e-01,1.029319247120157765e+00
9.442705796334889268e-01,2.333623321758989455e+00
5.228743164271064670e-01,1.247635514891769937e+00
9.900555211057148197e-01,2.343973047858805892e+00
3.614546272705703167e-01,9.606042809991104381e-01
2.874175112472048266e-01,8.266673274460702991e-01
8.331470429014072865e-01,1.945498637132035302e+00
2.817559378466800712e-01,8.490020812316203536e-01
4.591232412851133926e-01,1.200642872846745091e+00
3.396516310308073106e-01,9.426327200376638515e-01
4.644287494428065433e-01,1.153998687361124098e+00
6.011613736841360245e-01,1.425346464663473922e+00
4.512722037297786093e-01,1.191196803123346859e+00
8.001159937019336477e-01,1.804378777765511588e+00
9.671488847803231259e-01,2.135386946443682099e+00
1.771322060249639341e-01,5.702589237172911441e-01
8.339840241237412855e-01,2.007684622299173327e+00
8.928742377035056021e-01,1.947407383310945761e+00
3.599466760112749464e-01,1.047215147050034378e+00
5.484505244709493299e-01,1.417271793641426969e+00
5.707568998514908065e-01,1.351925926164355030e+00
8.603058324510670651e-02,4.354072305485678362e-01
9.746164763576656842e-01,2.148779264538772438e+00
5.658638326181787415e-01,1.282290897682353492e+00
5.062805871410250846e-01,1.312363417638845231e+00
7.572755839527256505e-01,1.765388651724505431e+00
4.432634582355284847e-01,1.190998126331286322e+00
4.178243855187316891e-01,1.098400716661312781e+00
3.920612902118492116e-01,1.063841104638248991e+00
2.469548891668504886e-01,7.336936942741366652e-01
6.204931008658641778e-01,1.541037822757127973e+00
6.321915502425528022e-01,1.508601793158978577e+00
6.908399091440253770e-02,3.905260386448590193e-01
3.010780665098197195e-01,7.658636555052353856e-01
7.992742297460789791e-01,1.812866459973976774e+00
